Formula,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,mean_atomic_radius,wtd_mean_atomic_radius,mean_Density,wtd_mean_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,mean_ThermalConductivity,wtd_mean_ThermalConductivity,mean_Valence,wtd_mean_Valence,critical_temp
Nd1Ba2Cu3S1O6,5,78.63588,56.73810769,147.8,117.0769231,4288.2858,3298.351846,106.17,115.2769231,87.046316,96.41265231,3,2.384615385,69
Nd1Ba2Cu3S1O5,5,78.63588,60.133,147.8,122.8333333,4288.2858,3573.095417,106.17,113.0083333,87.046316,104.444825,3,2.416666667,56
Eu1Ba2Cu3S1O6,5,80.18028,57.33210769,152.8,119,3935.0858,3162.505692,106.17,115.2769231,86.446316,96.18188308,3,2.384615385,85
Gd1Ba2Cu3O7,4,93.5306,56.50290769,169.75,116.1538462,5093.10725,3216.231,82.3375,110.7384615,107.256645,95.93738923,2.25,2.076923077,92
Gd1Ba2Cu3S1O6,5,81.23748,57.73872308,153.2,119.1538462,4466.4858,3366.890308,106.17,115.2769231,85.846316,95.95111385,3,2.384615385,92
Y1Ba2Cu3O6.89,4,76.4445625,51.5464481,164.5,115.1062839,4235.85725,2977.645137,77.2375,108.8847944,108.756645,97.22134493,2.25,2.077579519,92
Y1Ba2Cu3S0.03O7.12,5,67.56865,50.88026829,149,113.8684411,3780.6858,2923.268021,102.09,109.6840304,87.046316,95.30003039,3,2.085171103,90
Y1Ba2Cu3S0.06O7.23,5,67.56865,50.54909044,149,113.2626035,3780.6858,2896.909832,102.09,110.1629044,87.046316,94.29680011,3,2.093303236,89
Y1Ba2Cu3S0.12O7.28,5,67.56865,50.3374091,149,112.9014925,3780.6858,2881.910681,102.09,110.6925373,87.046316,93.52373899,3,2.110447761,89
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,91.9
Y1Ba2Cu2.975Zn0.025O,5,74.23165,81.4633,160,171.5607143,4816.6858,5475.418429,62.09,80.17714286,111.005316,178.0037971,2.2,2.142857143,82.8
Y1Ba2Cu2.95Zn0.05O,5,74.23165,81.46985,160,171.55,4816.6858,5468.918429,62.09,79.75428571,111.005316,177.0037971,2.2,2.142857143,74.7
Y1Ba2Cu2.925Zn0.075O,5,74.23165,81.4764,160,171.5392857,4816.6858,5462.418429,62.09,79.33142857,111.005316,176.0037971,2.2,2.142857143,64.9
Y1Ba2Cu2.9Zn0.1O,5,74.23165,81.48295,160,171.5285714,4816.6858,5455.918429,62.09,78.90857143,111.005316,175.0037971,2.2,2.142857143,57.6
Y1Ba2Cu2.85Zn0.15O,5,74.23165,81.49605,160,171.5071429,4816.6858,5442.918429,62.09,78.06285714,111.005316,173.0037971,2.2,2.142857143,56
Y1Ba2Cu2.8Zn0.2O,5,74.23165,81.50915,160,171.4857143,4816.6858,5429.918429,62.09,77.21714286,111.005316,171.0037971,2.2,2.142857143,56.5
Y1Ba2Cu2.7Zn0.3O,5,74.23165,81.53535,160,171.4428571,4816.6858,5403.918429,62.09,75.52571429,111.005316,167.0037971,2.2,2.142857143,47.6
Gd1Ba2Cu3O6.9,4,93.5306,56.81688837,169.75,116.6821705,5093.10725,3241.151946,82.3375,110.4922481,107.256645,96.68088388,2.25,2.07751938,92
Gd1Ba2Cu2.7Fe0.3O6.9,5,85.99348,56.63779535,167,116.9379845,5649.2858,3215.896132,69.31,108.103876,101.605316,89.2157676,2.4,2.100775194,41
Gd1Ba2Cu2.7Co0.3O6.9,5,86.611119,56.70961384,166.2,116.8449612,5854.4858,3239.756597,78.91,109.220155,105.805316,89.70413969,2.6,2.124031008,33
Y1Ba2Cu3O6.9,4,76.4445625,51.51889225,164.5,115.0542636,4235.85725,2975.337992,77.2375,108.9108527,108.756645,97.14600016,2.25,2.07751938,91
Bi2.2Sr2Ca0.8Cu2O8,5,83.24476,61.476432,149.8,105.4533333,4584.2858,3063.162133,73.1,106.6597333,128.605316,69.854176,2.6,2.44,87
Y1Ba2Cu2.5Ni0.5O7,5,72.89433,51.05902692,161.4,114.6923077,5170.2858,2950.461769,84.49,108.9230769,105.205316,84.51431231,2.2,2.076923077,52.3
La2.8Ba3.2Cu6O14.07,4,88.9444675,55.03526176,160.25,111.2757959,4654.35725,3153.851401,81.8375,111.7151899,107.756645,95.67986117,2.25,2.107403145,13
La2.6Ba3.4Cu6O14.06,4,88.9444675,55.03812686,160.25,111.7452034,4654.35725,3134.830842,81.8375,111.4420568,107.756645,95.75493917,2.25,2.099769762,26
La2.4Ba3.6Cu6O14.01,4,88.9444675,55.10103506,160.25,112.3137255,4654.35725,3120.585171,81.8375,111.1205306,107.756645,95.97740814,2.25,2.092272203,39
La2.2Ba3.8Cu6O13.86,4,88.9444675,55.31563488,160.25,113.1353442,4654.35725,3118.291026,81.8375,110.675174,107.756645,96.57263723,2.25,2.085073473,52
La2Ba4Cu6O13.8,4,88.9444675,55.39483178,160.25,113.7364341,4654.35725,3105.105434,81.8375,110.3372093,107.756645,96.83592264,2.25,2.07751938,65
Y1La2Ba3Cu6O14.53,5,88.936744,52.48567931,170.6,110.3822088,4617.8858,3055.965449,71.69,111.8120995,89.605316,94.13442169,2.4,2.113079533,25.6
Y1La1.8Ba3.2Cu6O14.49,5,88.936744,52.52885625,170.6,110.9143073,4617.8858,3040.675961,71.69,111.5086825,89.605316,94.31427498,2.4,2.105700264,41.9
Y1La1.6Ba3.4Cu6O14.38,5,88.936744,52.66921054,170.6,111.616376,4617.8858,3033.364254,71.69,111.121304,89.605316,94.74534573,2.4,2.098559515,53.1
Y1La1.4Ba3.6Cu6O14.2,5,88.936744,52.90909115,170.6,112.4961832,4617.8858,3034.072206,71.69,110.6458015,89.605316,95.43425328,2.4,2.091603053,64
Y1La1.2Ba3.8Cu6O14.07,5,88.936744,53.0810346,170.6,113.2627541,4617.8858,3028.97223,71.69,110.2257384,89.605316,95.94836903,2.4,2.084388186,70.4
Y1La1Ba4Cu6O13.95,5,88.936744,53.24034489,170.6,114.0115607,4617.8858,3022.656437,71.69,109.8140655,89.605316,96.43047364,2.4,2.077071291,72.2
Y2La1Ba3Cu6O14.17,5,88.936744,51.07702209,170.6,111.8899503,4617.8858,3034.017919,71.69,110.6868552,89.605316,95.58183564,2.4,2.114635078,28
Y2La0.8Ba3.2Cu6O14.2,5,88.936744,51.02480748,170.6,112.259542,4617.8858,3010.423351,71.69,110.4633588,89.605316,95.51058916,2.4,2.106870229,46
Y2La0.6Ba3.4Cu6O14.02,5,88.936744,51.25497194,170.6,113.1498847,4617.8858,3010.977501,71.69,109.9800154,89.605316,96.20955617,2.4,2.099923136,60
Y2La0.4Ba3.6Cu6O13.91,5,88.936744,51.39246399,170.6,113.8741799,4617.8858,3003.407078,71.69,109.57912,89.605316,96.65649277,2.4,2.092628329,78
Y2La0.2Ba3.8Cu6O13.92,5,88.936744,51.36662971,170.6,114.2962963,4617.8858,2981.909401,71.69,109.3290895,89.605316,96.65779296,2.4,2.084876543,93
Y2La0.15Ba3.85Cu6O13.99,5,88.936744,51.26833692,170.6,114.229319,4617.8858,2968.810762,71.69,109.3529242,89.605316,96.40715099,2.4,2.082724125,93.2
Y2La0.1Ba3.9Cu6O13.94,5,88.936744,51.33327614,170.6,114.4687741,4617.8858,2969.449509,71.69,109.2234002,89.605316,96.60256458,2.4,2.080956052,90
Y2Ba4Cu6O13.9,4,76.4445625,51.38175135,164.5,114.7953668,4235.85725,2963.855718,77.2375,109.0405405,108.756645,96.7710217,2.25,2.077220077,93
Y1Ba2Cu3O6.94,4,76.4445625,51.40909474,164.5,114.8469861,4235.85725,2966.145074,77.2375,109.0146832,108.756645,96.84578556,2.25,2.077279753,97
Y1Ba1.975La0.025Cu3O6.95,5,88.936744,51.38479859,170.6,114.6833977,4617.8858,2968.944521,71.69,109.1062741,89.605316,96.76136919,2.4,2.079150579,99
Y1Ba1.95La0.05Cu3O6.9,5,88.936744,51.52501035,170.6,114.8294574,4617.8858,2985.555047,71.69,109.0428295,89.605316,97.12662031,2.4,2.081395349,99
Y1Ba1.925La0.075Cu3O6.9,5,88.936744,51.5280694,170.6,114.7170543,4617.8858,2990.663574,71.69,109.1088178,89.605316,97.11693039,2.4,2.083333333,99
Y1Ba1.9La0.1Cu3O6.9,5,88.936744,51.53112845,170.6,114.6046512,4617.8858,2995.772101,71.69,109.1748062,89.605316,97.10724047,2.4,2.085271318,95
Y1Ba1.8La0.2Cu3O6.95,5,88.936744,51.40612927,170.6,113.8996139,4617.8858,3004.566143,71.69,109.5664093,89.605316,96.69380162,2.4,2.092664093,78
Y1Ba1.7La0.3Cu3O7,5,88.936744,51.28209162,170.6,113.2,4617.8858,3013.292538,71.69,109.955,89.605316,96.28354308,2.4,2.1,67
Y1Ba1.6La0.4Cu3O7.05,5,88.936744,51.15900444,170.6,112.5057471,4617.8858,3021.952065,71.69,110.340613,89.605316,95.87642828,2.4,2.107279693,52
Y1Ba1.5La0.5Cu3O7.08,5,88.936744,51.09043096,170.6,111.9143731,4617.8858,3035.177165,71.69,110.6746942,89.605316,95.61836287,2.4,2.114678899,38
Gd1Ba2Cu3O,4,93.5306,91.2202,169.75,174.5714286,5093.10725,5971.775571,82.3375,83.51428571,107.256645,178.1466543,2.25,2.142857143,89
Gd1Ba2Cu2.925Fe0.075O,5,85.99348,91.13768929,167,174.6892857,5649.2858,5960.139857,69.31,82.41392857,101.605316,174.7073686,2.4,2.153571429,64
Gd1Ba2Cu2.85Fe0.15O,5,85.99348,91.05517857,167,174.8071429,5649.2858,5948.504143,69.31,81.31357143,101.605316,171.2680829,2.4,2.164285714,47
Gd1Ba2Cu2.775Fe0.225O,5,85.99348,90.97266786,167,174.925,5649.2858,5936.868429,69.31,80.21321429,101.605316,167.8287971,2.4,2.175,33
Gd1Ba2Cu2.7Fe0.3O,5,85.99348,90.89015714,167,175.0428571,5649.2858,5925.232714,69.31,79.11285714,101.605316,164.3895114,2.4,2.185714286,11
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,93
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,91.6
La1Ba2Cu3O,4,88.9444675,88.59955286,160.25,169.1428571,4654.35725,5721.061286,81.8375,83.22857143,107.756645,178.4323686,2.25,2.142857143,34.5
La1Ba1.75Ca0.25Cu3O,5,79.171174,85.12637429,167,167.0357143,4033.4858,5651.061286,66.244,82.815,126.205316,184.9323686,2.2,2.142857143,71.7
La1Ba1.25Ca0.75Cu3O,5,79.171174,78.18001714,167,162.8214286,4033.4858,5511.061286,66.244,81.98785714,126.205316,197.9323686,2.2,2.142857143,78.2
La1Ba1Ca1Cu3O,5,79.171174,74.70683857,167,160.7142857,4033.4858,5441.061286,66.244,81.57428571,126.205316,204.4323686,2.2,2.142857143,80
La1Ba0.5Ca1.5Cu3O,5,79.171174,67.76048143,167,156.5,4033.4858,5301.061286,66.244,80.74714286,126.205316,217.4323686,2.2,2.142857143,36.7
Y1Ba2Cu2.8Co0.2O7.04,5,72.942289,51.06679946,162,114.4417178,5168.6858,2942.489276,74.83,108.4325153,107.005316,91.50208,2.6,2.107361963,53
Bi2Sr2Ca2Cu3O,5,83.24476,87.99942,149.8,159.5,4584.2858,5480.1429,73.1,70.84,128.605316,168.602658,2.6,2.6,111
Bi2Sr2Ca1Cu2O,5,83.24476,97.046275,149.8,157,4584.2858,5536.428625,73.1,73.07875,128.605316,135.7533225,2.6,2.75,87
Y1Ba2Cu2.97Co0.03O6.96,5,72.942289,51.34377236,162,114.7600309,5168.6858,2961.431006,74.83,108.9397377,107.005316,96.00192877,2.6,2.081790123,92
Y1Ba2Cu2.925Co0.075O6.97,5,72.942289,51.30051716,162,114.732845,5168.6858,2958.940642,74.83,108.7758288,107.005316,94.88706728,2.6,2.088666153,92
Y1Ba2Cu2.85Co0.15O7.03,5,72.942289,51.11141299,162,114.465848,5168.6858,2944.976659,74.83,108.6162701,107.005316,92.72347332,2.6,2.099769762,65
Y1Ba2Cu2.775Co0.225O6.99,5,72.942289,51.1929003,162,114.7109315,5168.6858,2953.694281,74.83,108.1961124,107.005316,91.27681249,2.6,2.111624326,58
Y1Ba2Cu2.7Co0.3O7.11,5,72.942289,50.84437395,162,114.1403509,5168.6858,2926.328008,74.83,108.1971777,107.005316,88.72532294,2.6,2.122044241,36
Y1Ba2Cu2.94Ni0.06O7.01,5,72.89433,51.19619431,161.4,114.5057648,5170.2858,2949.953673,84.49,109.1653344,105.205316,94.89979445,2.2,2.076863951,85
Y1Ba2Cu2.85Ni0.15O6.84,5,72.89433,51.62818193,161.4,115.4143302,5170.2858,2988.627287,84.49,108.6791277,105.205316,93.99001614,2.2,2.07788162,75
Y1Ba2Cu2.7Ni0.3O6.88,5,72.89433,51.46102034,161.4,115.2515528,5170.2858,2978.744683,84.49,108.7096273,105.205316,90.09960174,2.2,2.077639752,73
Y1Ba2Cu2.4Ni0.6O6.94,5,72.89433,51.18409011,161.4,115.0324575,5170.2858,2963.733946,84.49,108.7179289,105.205316,82.51811941,2.2,2.077279753,66
La1.94Sr0.06Cu1O3.995,4,76.5177175,57.49784343,151.75,104.1029307,4434.35725,3008.82757,79.6075,112.3101215,112.006645,61.10452996,2.25,2.277340958,6.5
La1.92Sr0.08Cu1O3.994,4,76.5177175,57.35712125,151.75,104.1795825,4434.35725,2999.203235,79.6075,112.1829282,112.006645,61.17617394,2.25,2.274521018,20.3
La1.89Sr0.11Cu1O3.986,4,76.5177175,57.18424659,151.75,104.3469797,4434.35725,2987.53736,79.6075,111.9636845,112.006645,61.3406739,2.25,2.270541082,29.2
La1.855Sr0.145Cu1O4,4,76.5177175,56.84544955,151.75,104.3542857,4434.35725,2963.985143,79.6075,111.8099071,112.006645,61.32804571,2.25,2.265,34.9
La1.85Sr0.15Cu1O4,4,76.5177175,56.80881707,151.75,104.3714286,4434.35725,2961.473714,79.6075,111.7792143,112.006645,61.34376,2.25,2.264285714,35.2
La1.815Sr0.185Cu1O3.964,4,76.5177175,56.76202608,151.75,104.7834578,4434.35725,2959.104617,79.6075,111.4044443,112.006645,61.7713043,2.25,2.260626077,33.2
La1.78Sr0.22Cu1O3.945,4,76.5177175,56.61508562,151.75,105.0597552,4434.35725,2949.476948,79.6075,111.1028222,112.006645,62.05109548,2.25,2.256299496,34.8
La1.75Sr0.25Cu1O3.921,4,76.5177175,56.53362518,151.75,105.3616529,4434.35725,2944.459342,79.6075,110.8076868,112.006645,62.36154027,2.25,2.252853634,19.6
La1.73Sr0.27Cu1O3.913,4,76.5177175,56.43215902,151.75,105.4974685,4434.35725,2937.692995,79.6075,110.6466946,112.006645,62.49732497,2.25,2.250253146,30.6
La1Ba2Cu2.9O6.8,4,88.9444675,55.64084961,160.25,114.007874,4654.35725,3083.442299,81.8375,110.0086614,107.756645,95.2110822,2.25,2.078740157,45
La1.2Ba1.8Cu3O6.98,4,88.9444675,55.17634638,160.25,112.4375963,4654.35725,3126.59279,81.8375,111.0600924,107.756645,96.16221328,2.25,2.092449923,80
Y0.875Lu0.125Ba2Cu3O,5,96.14901,82.99355268,175,171.6607143,5356.8858,5577.793429,72.09,80.96428571,90.205316,178.98594,2.4,2.142857143,89.7
Y0.75Lu0.25Ba2Cu3O,5,96.14901,84.53035536,175,171.75,5356.8858,5673.668429,72.09,81.32857143,90.205316,178.9680829,2.4,2.142857143,88.2
Y0.625Lu0.375Ba2Cu3O,5,96.14901,86.06715804,175,171.8392857,5356.8858,5769.543429,72.09,81.69285714,90.205316,178.9502257,2.4,2.142857143,88
Y0.5Lu0.5Ba2Cu3O,5,96.14901,87.60396071,175,171.9285714,5356.8858,5865.418429,72.09,82.05714286,90.205316,178.9323686,2.4,2.142857143,86.7
Y0.375Lu0.625Ba2Cu3O,5,96.14901,89.14076339,175,172.0178571,5356.8858,5961.293429,72.09,82.42142857,90.205316,178.9145114,2.4,2.142857143,86.9
Y0.25Lu0.75Ba2Cu3O,5,96.14901,90.67756607,175,172.1071429,5356.8858,6057.168429,72.09,82.78571429,90.205316,178.8966543,2.4,2.142857143,86
Y0.125Lu0.875Ba2Cu3O,5,96.14901,92.21436875,175,172.1964286,5356.8858,6153.043429,72.09,83.15,90.205316,178.8787971,2.4,2.142857143,87.9
La1.9Ba0.1Cu1O4,4,88.9444675,57.88524186,160.25,104.6857143,4654.35725,2999.159429,81.8375,112.2135714,107.756645,60.94376,2.25,2.271428571,26.9
La1.785Ba0.215Cu1O,4,88.9444675,89.25424224,160.25,148.8675,4654.35725,5171.67225,81.8375,88.5198125,107.756645,106.775395,2.25,2.44625,25.5
La1.9Sr0.1Cu1O3.98,4,76.5177175,57.29312393,151.75,104.3610315,4434.35725,2995.141464,79.6075,111.9989971,112.006645,61.3618608,2.25,2.272206304,29.5
La1.875Sr0.125Cu1O,4,76.5177175,87.73641406,151.75,146.5,4434.35725,5203.48225,79.6075,89.0071875,112.006645,107.194145,2.25,2.46875,34.3
La1.85Sr0.15Cu1O3.98,4,76.5177175,56.9257495,151.75,104.5329513,4434.35725,2969.955218,79.6075,111.6911891,112.006645,61.51945393,2.25,2.26504298,37.9
La1.825Sr0.175Cu1O,4,76.5177175,87.09534569,151.75,146.8,4434.35725,5159.53225,79.6075,88.4700625,112.006645,107.469145,2.25,2.45625,35
La1.8Sr0.2Cu1O3.99,4,76.5177175,56.50035079,151.75,104.6237482,4434.35725,2940.558185,79.6075,111.427897,112.006645,61.58884896,2.25,2.25751073,27.5
La1.75Sr0.25Cu1O,4,76.5177175,86.13374313,151.75,147.25,4434.35725,5093.60725,79.6075,87.664375,112.006645,107.881645,2.25,2.4375,11.9
La1.9Ca0.1Cu1O3.967,4,64.6322175,56.68778711,145.5,104.1073633,4164.35725,2985.2259,78.9425,111.9039041,153.256645,63.84461646,2.25,2.272714224,20
La1.85Ca0.15Cu1O3.942,4,64.6322175,56.12250854,145.5,104.3022184,4164.35725,2962.868499,78.9425,111.4650677,153.256645,65.42131639,2.25,2.266493806,19
La1.8Ca0.2Cu1O3.917,4,64.6322175,55.55314382,145.5,104.498482,4164.35725,2940.349486,78.9425,111.0230591,153.256645,67.0094136,2.25,2.260228423,19.5
Y1Ba2Cu3O6.94,4,76.4445625,51.40909474,164.5,114.8469861,4235.85725,2966.145074,77.2375,109.0146832,108.756645,96.84578556,2.25,2.077279753,92.5
Y1Ba2Cu3O6.89,4,76.4445625,51.5464481,164.5,115.1062839,4235.85725,2977.645137,77.2375,108.8847944,108.756645,97.22134493,2.25,2.077579519,92.1
Y1Ba2Cu3O6.84,4,76.4445625,51.68487118,164.5,115.3676012,4235.85725,2989.234763,77.2375,108.7538941,108.756645,97.59982922,2.25,2.07788162,91
Y1Ba2Cu3O6.83,4,76.4445625,51.71268527,164.5,115.4201091,4235.85725,2991.563528,77.2375,108.7275916,108.756645,97.67588008,2.25,2.077942323,89.3
Y1Ba2Cu3O6.75,4,76.4445625,51.93676863,164.5,115.8431373,4235.85725,3010.325157,77.2375,108.5156863,108.756645,98.28858157,2.25,2.078431373,92.3
Y1Ba2Cu3O6.7,4,76.4445625,52.07825433,164.5,116.1102362,4235.85725,3022.171205,77.2375,108.3818898,108.756645,98.67543984,2.25,2.078740157,83
Y1Ba2Cu3O6.4,4,76.4445625,52.95112984,164.5,117.7580645,4235.85725,3095.253677,77.2375,107.5564516,108.756645,101.0621058,2.25,2.080645161,33
Y1Ba2Cu2.955Fe0.045O6.89,5,72.32465,51.5195633,162.8,115.1446858,4963.4858,2973.853825,65.23,108.5262607,102.805316,96.10070878,2.4,2.081070597,72
Y1Ba2Cu2.9Fe0.1O6.92,5,72.32465,51.40430325,162.8,115.0356037,4963.4858,2962.328845,65.23,108.1679567,102.805316,94.51114037,2.4,2.085139319,48
Y1Ba2Cu2.52Al0.48O6.74,5,66.55195772,50.587352,155.2,114.8791209,3928.6858,2776.831355,70.59,105.6293564,134.005316,92.1490698,2.4,2.116169545,68
Y1Ba2Cu2.05Al0.95O6.7,5,66.55195772,49.34311745,155.2,114.0905512,3928.6858,2553.903488,70.59,102.7043307,134.005316,86.33292016,2.4,2.153543307,63
Y1Ba2Cu2.095Al0.095O6.81,5,66.55195772,50.68399001,155.2,113.3220833,3928.6858,2544.119291,70.59,107.3162917,134.005316,76.12550082,2.4,2.09125,83.3
Y1Ba2Cu2.98Zr0.02O6.84,5,79.40045,51.72798333,172.8,115.4626168,4690.8858,2985.420121,70.31,108.6334891,91.605316,97.01260181,2.6,2.080996885,90.2
Y1Ba2Cu2.94Zr0.06O6.81,5,79.40045,51.89808306,172.8,115.8110851,4690.8858,2984.76124,70.31,108.3128025,91.605316,96.06253004,2.6,2.087431694,92.3
Y1Ba2Cu2.98Zr0.2O6.75,5,79.40045,52.52650271,172.8,117.1925754,4690.8858,3055.27036,70.31,107.4784996,91.605316,96.65734068,2.6,2.108275329,89.8
Eu1Ba2Cu3O6.76,4,92.2091,56.85046583,169.25,117.2789969,4428.85725,3068.468655,82.3375,110.1410658,108.006645,97.97646401,2.25,2.078369906,77
Eu1Ba2Cu3O6.88,4,92.2091,56.46986584,169.25,116.6335404,4428.85725,3039.893752,82.3375,110.4425466,108.006645,97.06388745,2.25,2.077639752,94
Y1Ba2Cu2.98Fe0.02O6.93,5,72.32465,51.4245686,162.8,114.9156999,4963.4858,2966.758157,65.23,108.8299304,102.805316,96.42414535,2.4,2.078886311,89
Y1Ba2Cu2.994Zn0.006O6.63,5,74.23165,52.27908757,160,116.4863025,4816.6858,3038.048636,62.09,108.1365479,111.005316,99.08917066,2.2,2.079176564,60
Sr0.25La1.75Cu1O4,4,76.5177175,56.0761675,151.75,104.7142857,4434.35725,2911.245143,79.6075,111.1653571,112.006645,61.65804571,2.25,2.25,33
Sm0.4Ba0.6Cu1O,4,91.8081,74.02853333,171,146.6666667,4956.10725,4669.543,82.3375,97.42333333,107.756645,138.6755267,2.25,2.133333333,18
Eu0.1La1.7Sr0.2Cu1O4,5,91.606974,56.62904271,167.6,105.0571429,4596.2858,2923.473714,73.986,111.5008571,92.405316,61.51518857,2.4,2.257142857,33
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,92.3
Y1Ba1.48Sr0.52Cu3O7,5,78.67965,49.25738538,175.4,113.1784615,3914.6858,2917.261769,63.096,108.8124308,94.005316,97.07892769,2.2,2.076923077,95
Y1Ba1.48Sr0.52Cu3O7,5,78.67965,49.25738538,175.4,113.1784615,3914.6858,2917.261769,63.096,108.8124308,94.005316,97.07892769,2.2,2.076923077,85
Eu1Ba2Cu3O,4,92.2091,90.46505714,169.25,174.2857143,4428.85725,5592.204143,82.3375,83.51428571,108.006645,178.5752257,2.25,2.142857143,93
Sm1Ba2Cu3O6.85,4,91.8081,56.43952451,171,117.3385214,4956.10725,3211.111957,82.3375,110.3677043,107.756645,97.21261268,2.25,2.077821012,92.8
Sm1.05Ba1.95Cu3O6.87,4,91.8081,56.42731375,171,117.1724942,4956.10725,3221.054175,82.3375,110.5576923,107.756645,97.04216042,2.25,2.081585082,89.75
Sm1.15Ba1.85Cu3O6.95,4,91.8081,56.27820695,171,116.6293436,4956.10725,3230.840274,82.3375,111.0333977,107.756645,96.40422633,2.25,2.088803089,77.3
Sm1.2Ba1.8Cu3O7.01,4,91.8081,56.14253605,171,116.2551883,4956.10725,3230.716164,82.3375,111.3170638,107.756645,95.94053234,2.25,2.092236741,56.5
Sm1.28Ba1.72Cu3O7.03,4,91.8081,56.16093799,171,116.0583269,4956.10725,3249.354249,82.3375,111.5862625,107.756645,95.76261377,2.25,2.098234843,43.6
Sm1.35Ba1.65Cu3O7.07,4,91.8081,56.1078277,171,115.7697016,4956.10725,3259.996406,82.3375,111.873948,107.756645,95.44284014,2.25,2.103289977,26.2
Nd1.32Ce0.27Sr0.41Cu1O,5,90.30468,85.92509,160.6,151.165,5058.0858,5274.73975,74.386,86.740575,92.605316,109.946645,2.6,2.465,20
Y1Ba2Cu3O6.75,4,76.4445625,51.93676863,164.5,115.8431373,4235.85725,3010.325157,77.2375,108.5156863,108.756645,98.28858157,2.25,2.078431373,89.1
Y1Ba2Cu3O6.72,4,76.4445625,52.02152657,164.5,116.0031447,4235.85725,3017.42161,77.2375,108.4355346,108.756645,98.52033157,2.25,2.078616352,62
Y1Ba2Cu3O6.62,4,76.4445625,52.30696339,164.5,116.5419968,4235.85725,3041.320125,77.2375,108.1656101,108.756645,99.30078919,2.25,2.079239303,62
Er1Ba2Cu3O7,4,96.03285,57.27283077,168,115.6153846,5384.35725,3305.846385,82.3375,110.7384615,108.256645,96.24508154,2.25,2.076923077,88
Bi2Ca1Sr2Cu2O8,5,83.24476,59.2244,149.8,106.1333333,4584.2858,2953.4288,73.1,105.4753333,128.605316,72.414176,2.6,2.4,88.5
Ba0.65K0.35Bi1O3,4,100.351275,71.985111,171.75,107.3,3536.85725,2473.0774,75.1375,109.5415,31.506645,10.955948,2.5,2.53,23
La2Cu1O4.13,3,72.81695667,57.14368331,129.3333333,102.8387097,5035.809667,2981.472899,103.9666667,113.243338,137.6755267,59.76294185,2.333333333,2.280504909,28
La1.9Sr0.1Cu1O4,4,76.5177175,57.17514186,151.75,104.2,4434.35725,2986.588,79.6075,112.0861429,112.006645,61.18661714,2.25,2.271428571,26
La1.75Sr0.25Cu1O4,4,76.5177175,56.0761675,151.75,104.7142857,4434.35725,2911.245143,79.6075,111.1653571,112.006645,61.65804571,2.25,2.25,30
Bi2Sr2Ca1Cu2O,5,83.24476,97.046275,149.8,157,4584.2858,5536.428625,73.1,73.07875,128.605316,135.7533225,2.6,2.75,85
Bi2Sr2Ca2Cu3O,5,83.24476,87.99942,149.8,159.5,4584.2858,5480.1429,73.1,70.84,128.605316,168.602658,2.6,2.6,108
Tl2Ca1Ba2Cu2O,5,92.26674,108.32375,159.2,168.75,5174.2858,6273.928625,60.484,57.30875,132.805316,141.0033225,2.2,2.25,106
Y1Ba2Cu3O6.8,4,76.4445625,51.79638828,164.5,115.578125,4235.85725,2998.571656,77.2375,108.6484375,108.756645,97.90474563,2.25,2.078125,92
Y1Ba2Cu3O,4,76.4445625,81.45675,164.5,171.5714286,4235.85725,5481.918429,77.2375,80.6,108.756645,179.0037971,2.25,2.142857143,89
Y1Ba2Cu3O7,4,76.4445625,51.24566538,164.5,114.5384615,4235.85725,2952.461769,77.2375,109.1692308,108.756645,96.39892769,2.25,2.076923077,91.2
Bi2.2Ca1Sr1.9Cu2O8,5,83.24476,61.01987285,149.8,105.8741722,4584.2858,3045.988874,73.1,105.9613907,128.605316,71.80878411,2.6,2.437086093,86.5
Bi2Sr1.3Ca0.7Cu1O6.15,5,83.24476,64.74113991,149.8,102.8430493,4584.2858,2962.581915,73.1,106.9841256,128.605316,53.96084906,2.6,2.538116592,84
Bi0.8Pb0.2Sb0.05Sr1Ca1Cu2O,7,106.4548286,80.24821818,148,149.231405,5851.204143,5376.575041,72.4,79.24214876,100.2895114,173.4919967,3.142857143,2.487603306,93
Bi0.8Pb0.2Sr1Ca1Cu2O,6,103.9039667,79.90228667,150.5,149.3666667,5710.238167,5365.5715,67.01666667,79.03,113.00443,174.7377633,2.833333333,2.466666667,108
Y1Ba2Cu2.82Fe0.18O,5,72.32465,81.25872429,162.8,171.8542857,4963.4858,5453.992714,65.23,77.95914286,102.805316,170.7495114,2.4,2.168571429,55
Y1Ba2Cu2.7Fe0.3O,5,72.32465,81.12670714,162.8,172.0428571,4963.4858,5435.375571,65.23,76.19857143,102.805316,165.2466543,2.4,2.185714286,39
